Serial_no,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
130,Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,INR 699,8 Seats available,"4.4
5",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
131,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,02:00,04h 15m,INR 700,32 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
132,EMERALD TRAVELS,A/C Semi Sleeper (2+2),22:00,01:30,03h 30m,INR 950,27 Seats available, ,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
133,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,INR 900,14 Seats available,"2.9
19",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
134,Shajees Motors,A/C Semi Sleeper (2+2),22:30,03:05,04h 35m,INR 630,29 Seats available,"2.6
8",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
135,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,05:00,05h 01m,INR 600,35 Seats available,"2.4
11",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
136,Blue Bird Travels,A/C Seater Push Back (2+2),00:45,05:16,04h 31m,INR 649,9 Seats available,2.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
137,EMERALD TRAVELS,A/C Sleeper (2+1),22:10,02:40,04h 30m,INR 1300,3 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
138,Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04h 15m,INR 1499,14 Seats available,4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
139,Agney Travels,VE A/C Seater / Sleeper (2+1),22:55,03:35,04h 40m,1300,37 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
140,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,03:15,04h 10m,1099,15 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
141,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,03:15,03h 45m,INR 1100,26 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
142,Madhavi Travels,A/C Sleeper (2+1),23:30,05:00,05h 30m,INR 999,13 Seats available,4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
143,BLM Transports,A/C Sleeper (2+1),22:00,02:45,04h 45m,1131,13 Seats available,"2.8
9",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
144,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:30,03:50,05h 20m,INR 1000,11 Seats available,1.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
145,Aadithya Travels,A/C Seater/Sleeper (2+1),23:30,04:30,05h 00m,INR 1200,34 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
146,KSRTC (Kerala) - 2385,Low Floor AC Seater 2+2,14:59,20:45,05h 46m,INR 383,2 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
147,KSRTC (Kerala) - 1997,Swift Deluxe Non AC Air Bus (2+2),15:25,19:50,04h 25m,INR 278,9 Seats available,"3.8
36",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
148,KSRTC (Kerala) - 765,Super Fast Non AC Seater (2+3),16:30,22:20,05h 50m,INR 269,46 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
149,KSRTC (Kerala) - 2819,Super Fast Non AC Seater (2+3),16:55,22:15,05h 20m,INR 269,42 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
150,KSRTC (Kerala) - 1867,Low Floor AC Seater 2+2,16:59,22:00,05h 01m,INR 383,2 Seats available,"1.9
20",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
151,KSRTC (Kerala) - 833,Super Fast Non AC Seater (2+3),17:00,22:15,05h 15m,INR 230,35 Seats available,"3.5
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
152,KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),17:10,22:45,05h 35m,INR 269,40 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
153,KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),17:10,23:50,06h 40m,INR 261,42 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
154,KSRTC (Kerala) - 74,Swift Deluxe Non AC Air Bus (2+2),17:15,21:55,04h 40m,INR 309,7 Seats available,"2.6
17",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
155,KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),18:00,00:35,06h 35m,INR 261,37 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
156,KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),18:05,22:15,04h 10m,INR 309,4 Seats available,"3.5
22",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
157,KSRTC (Kerala) - 665,Super Fast Non AC Seater (2+3),18:20,00:15,05h 55m,INR 269,44 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
158,KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),18:36,23:16,04h 40m,INR 309,15 Seats available,"1.7
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
159,KSRTC (Kerala) - 588,Super Express Non AC Seater Air Bus (2+2),18:45,00:00,05h 15m,INR 293,13 Seats available,"1.8
17",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
160,KSRTC (Kerala) - 699,Super Fast Non AC Seater (2+3),18:59,00:45,05h 46m,INR 255,31 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
161,KSRTC (Kerala) - 2922,Super Fast Non AC Seater (2+3),19:00,00:20,05h 20m,INR 269,41 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
162,KSRTC (Kerala) - 1211,AC MULTI AXLE,19:10,00:05,04h 55m,INR 494,2 Seats available,"1.9
24",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
163,KSRTC (Kerala) - 2367,Low Floor AC Seater 2+2,19:14,00:30,05h 16m,INR 383,6 Seats available,"2.2
7",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
164,KSRTC (Kerala) - 1703,Super Fast Non AC Seater (2+3),19:41,01:25,05h 44m,INR 255,25 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
165,KSRTC (Kerala) - 486,Super Express Non AC Seater Air Bus (2+2),20:05,00:30,04h 25m,INR 309,23 Seats available,"1.1
7",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
166,KSRTC (Kerala) - 2131,Super Express Non AC Seater Air Bus (2+2),20:29,01:50,05h 21m,INR 288,9 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
167,KSRTC (Kerala) - 557,Super Express Non AC Seater Air Bus (2+2),21:00,03:00,06h 00m,INR 278,15 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
168,KSRTC (Kerala) - 1882,Low Floor AC Seater 2+2,21:14,02:30,05h 16m,INR 383,12 Seats available,"2.6
9",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
169,KSRTC (Kerala) - 915,Super Fast Non AC Seater (2+3),21:35,03:10,05h 35m,INR 261,15 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
170,KSRTC (Kerala) - 3004,Super Fast Non AC Seater (2+3),21:47,03:11,05h 24m,INR 269,45 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
171,KSRTC (Kerala) - 2071,Super Express Non AC Seater Air Bus (2+2),22:10,02:30,04h 20m,INR 268,5 Seats available,"3.7
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
172,KSRTC (Kerala) - 1028,Super Fast Non AC Seater (2+3),22:10,03:30,05h 20m,INR 269,18 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
173,KSRTC (Kerala) - 43,Swift Deluxe Non AC Air Bus (2+2),22:15,03:21,05h 06m,INR 309,4 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
174,KSRTC (Kerala) - 408,Super Express Non AC Seater Air Bus (2+2),22:30,02:45,04h 15m,INR 299,6 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
175,KSRTC (Kerala) - 697,Super Fast Non AC Seater (2+3),22:34,03:35,05h 01m,INR 231,33 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
176,KSRTC (Kerala) - 667,Super Fast Non AC Seater (2+3),22:35,02:30,03h 55m,INR 230,26 Seats available,"3.2
9",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
177,KSRTC (Kerala) - 368,AC MULTI AXLE,22:50,03:05,04h 15m,INR 494,2 Seats available,"2.4
21",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
178,KSRTC (Kerala) - 47,Swift Deluxe Non AC Air Bus (2+2),22:55,03:52,04h 57m,INR 309,2 Seats available,"3.1
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
179,KSRTC (Kerala) - 1845,Low Floor AC Seater 2+2,23:04,04:10,05h 06m,INR 383,4 Seats available,"2.7
11",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
180,KSRTC (Kerala) - 431,Super Fast Non AC Seater (2+3),23:15,04:45,05h 30m,INR 269,20 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
181,Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,INR 600,9 Seats available,"3.4
41",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
182,Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,INR 900,28 Seats available,"3.0
11",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
183,Holy Maria Travels,A/C Semi Sleeper (2+2),20:45,01:30,04h 45m,INR 700,34 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
184,Holy Maria Travels,A/C Semi Sleeper (2+2),20:50,02:10,05h 20m,INR 799,34 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
185,Kalpaka Travels 1,A/C Sleeper (2+1),20:55,02:30,05h 35m,INR 900,13 Seats available,"5.0
22",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
186,Sonia Travels,A/C Semi Sleeper (2+2),21:00,02:20,05h 20m,INR 650,28 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
187,Cochin Express,A/C Sleeper (2+1),21:15,02:30,05h 15m,INR 900,7 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
188,UFO Bus,A/C Sleeper (2+1),21:15,02:45,05h 30m,800,30 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
189,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,02:20,05h 05m,INR 700,6 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
190,Cochin Express,Volvo AC Seater Pushback 2+2,21:15,02:30,05h 15m,INR 660,33 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
191,UFO Bus,A/C Sleeper (2+1),21:15,02:45,05h 30m,789,13 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
192,Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),21:25,03:00,05h 35m,760,5 Seats available,4.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
193,Madhavi Travels,A/C Semi Sleeper (2+2),21:30,02:15,04h 45m,INR 649,20 Seats available,"4.0
30",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
194,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:30,02:45,05h 15m,670,15 Seats available,"4.4
19",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
195,Agney Travels,VE A/C Seater / Sleeper (2+1),21:40,02:40,05h 00m,649,35 Seats available,3.5,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
196,SG Travels,Bharat Benz A/C Sleeper (2+1),21:45,02:30,04h 45m,INR 900,15 Seats available,New,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
197,UFO Bus,Volvo A/C Semi Sleeper (2+2),21:45,02:40,04h 55m,620,38 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
198,UFO Bus,A/C Seater Push Back (2+2),21:45,02:40,04h 55m,640,36 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
199,Arya Travels,A/C Sleeper (2+1),21:45,03:15,05h 30m,INR 949,15 Seats available,3.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
200,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),21:45,03:16,05h 31m,INR 745,30 Seats available,3.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
201,Sonia Travels,A/C Seater/Sleeper (2+1),21:50,02:29,04h 39m,INR 690,33 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
202,Surya Connect,Bharat Benz (2+2),22:00,02:45,04h 45m,INR 550,27 Seats available,4.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
203,PHOENIX TRAVELS,A/C Sleeper (2+1),22:00,02:00,04h 00m,INR 800,19 Seats available,3.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
204,Surya Connect,Volvo A/C Semi Sleeper (2+2),22:00,02:10,04h 10m,INR 630,18 Seats available,"4.6
27",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
205,Kalpaka Travels 1,A/C Semi Sleeper (2+2),22:00,03:00,05h 00m,INR 700,5 Seats available,"4.5
18",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
206,Greenline kerala,A/C Seater Push Back (2+2),22:01,02:45,04h 44m,INR 700,22 Seats available,3.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
207,Madhavi Travels,A/C Seater (2+2),22:10,03:35,05h 25m,INR 749,33 Seats available,"3.0
4",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
208,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:30,05h 31m,INR 900,19 Seats available,"3.6
28",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
209,Blue Bird Travels,A/C Seater Push Back (2+2),21:50,02:50,05h 00m,INR 799,12 Seats available,2.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
210,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),23:30,04:30,05h 00m,INR 700,20 Seats available,"2.8
16",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
211,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:00,05h 01m,INR 900,20 Seats available,"2.3
20",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
212,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:59,04:55,04h 56m,INR 850,4 Seats available,2.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
213,EMERALD TRAVELS,Bharat Benz A/C Seater (2+2),00:20,04:55,04h 35m,INR 950,35 Seats available,2.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
214,Blue Bird Travels,A/C Seater Push Back (2+2),00:45,06:30,05h 45m,INR 599,29 Seats available,"1.9
16",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
215,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,01:15,06:00,04h 45m,INR 650,19 Seats available,"1.7
11",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
216,Galaxy Tours,A/C Semi Sleeper (2+2),01:15,06:00,04h 45m,INR 700,32 Seats available,1.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
217,Galaxy Tours,Bharat Benz A/C Semi Sleeper (2+2),01:15,06:00,04h 45m,INR 700,35 Seats available,1.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
218,Ubc travels,A/C Seater/Sleeper (2+1),20:45,03:00,06h 15m,INR 1000,33 Seats available,"3.6
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
219,Adrin Travels,A/C Seater/Sleeper (2+1),21:00,02:00,05h 00m,INR 1000,16 Seats available,"4.6
10",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
220,Madhavi Travels,A/C Sleeper (2+1),21:40,02:05,04h 25m,INR 1099,17 Seats available,4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
221,Madhavi Travels,A/C Sleeper (2+1),21:40,03:00,05h 20m,INR 999,11 Seats available,4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
222,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),22:40,03:40,05h 00m,1049,2 Seats available,"3.7
8",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
223,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:59,04:50,04h 51m,INR 999,9 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
224,AURA CONNECT,A/C Sleeper (2+1),21:35,02:20,04h 45m,1899,30 Seats available,2.5,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
225,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:10,03:51,05h 41m,INR 1000,18 Seats available,2.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
226,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:45,04:00,04h 15m,INR 1000,18 Seats available,"2.0
8",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
227,P K Travels,NON A/C Semi Sleeper (2+2),21:45,05:00,07h 15m,720,17 Seats available,"4.0
73",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
228,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,07h 35m,INR 800,18 Seats available,"4.2
84",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
229,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,05:45,07h 15m,INR 1000,13 Seats available,"4.0
130",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
230,AdMMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,INR 999,17 Seats available,"4.3
325",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
231,NS Transports,A/C Sleeper (2+1),22:15,05:35,07h 20m,INR 1200,15 Seats available,"4.5
261",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
232,Rukma Travels,A/C Seater/Sleeper (2+1),21:30,05:00,07h 30m,INR 999,26 Seats available,"4.3
9",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
233,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:30,05:15,07h 45m,INR 1199,12 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
234,Sugama Tourist,NON A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 1000,19 Seats available,"4.0
174",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
235,NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06h 35m,INR 899,10 Seats available,"4.2
218",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
236,Blue Lagoon Holidays,A/C Semi Sleeper (2+2),22:00,05:30,07h 30m,INR 799,36 Seats available,"4.6
16",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
237,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:30,04:45,07h 15m,INR 850,32 Seats available,"4.0
14",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
238,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,05:25,07h 25m,INR 1199,8 Seats available,"4.4
123",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
239,GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,06h 00m,INR 1099,9 Seats available,"4.5
214",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
240,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),09:00,17:30,08h 30m,INR 800,1 Seat available,"4.0
145",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
241,Kalpaka Travels,A/C Sleeper (2+1),22:10,05:00,06h 50m,INR 1200,6 Seats available,"4.2
172",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
242,SAAM BUS,VE A/C Sleeper (2+1),18:40,04:45,10h 05m,INR 1100,25 Seats available,"4.2
110",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
243,National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,07h 05m,649,27 Seats available,"3.6
105",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
244,Sri Durgamba Travels,A/C Sleeper (2+1),22:35,05:30,06h 55m,INR 950,16 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
